USER_ID,MOVIE_ID,MOVIE_TITLE,PRODUCTION_YEAR,GENRES,RATING,,,GENRES,
49,3896198,Guardians of the Galaxy Vol. 2 ,2017,Action|Adventure|Comedy|Sci-Fi,9,,,,
50,5095030,Ant-Man and the Wasp ,2018,Action|Adventure|Comedy|Sci-Fi,6,,,,
51,8179388,Rim of the World ,2019,Action|Adventure|Comedy|Sci-Fi,4,,,,
52,478970,Ant-Man ,2015,Action|Adventure|Comedy|Sci-Fi,3,,,,
53,5463162,Deadpool 2 ,2018,Action|Adventure|Comedy|Sci-Fi,6,,,,
54,478970,Ant-Man ,2015,Action|Adventure|Comedy|Sci-Fi,7,,,,
55,1431045,Deadpool ,2016,Action|Adventure|Comedy|Sci-Fi,10,,,,
56,478970,Ant-Man ,2015,Action|Adventure|Comedy|Sci-Fi,7,,,,
57,1431045,Deadpool ,2016,Action|Adventure|Comedy|Sci-Fi,7,,,,
58,478970,Ant-Man ,2015,Action|Adventure|Comedy|Sci-Fi,7,,,,
59,1431045,Deadpool ,2016,Action|Adventure|Comedy|Sci-Fi,7,,,,
60,3896198,Guardians of the Galaxy Vol. 2 ,2017,Action|Adventure|Comedy|Sci-Fi,8,,,,
61,5095030,Ant-Man and the Wasp ,2018,Action|Adventure|Comedy|Sci-Fi,7,,,,
62,5463162,Deadpool 2 ,2018,Action|Adventure|Comedy|Sci-Fi,7,,,,
63,3896198,Guardians of the Galaxy Vol. 2 ,2017,Action|Adventure|Comedy|Sci-Fi,7,,,,
64,110478,Maverick ,1994,Action|Adventure|Comedy|Thriller|Western,7,,,,
65,3062096,Inferno ,2016,Action|Adventure|Crime|Drama|Mystery|Thriller,6,,,,
66,3531824,Nerve ,2016,Action|Adventure|Crime|Drama|Mystery|Thriller,7,,,,
67,6200274,Hajwala ,2016,Action|Adventure|Crime|Drama|Sport|Thriller,10,,,,
68,1488606,Triple Frontier ,2019,Action|Adventure|Crime|Drama|Thriller,9,,,,
69,831887,The Spirit ,2008,Action|Adventure|Crime|Fantasy|Sci-Fi|Thriller,5,,,,
70,111257,Speed ,1994,Action|Adventure|Crime|Thriller,7,,,,
71,1959490,Noah ,2014,Action|Adventure|Drama,6,,,,
72,2493486,Last Knights ,2015,Action|Adventure|Drama,8,,,,
73,918940,The Legend of Tarzan ,2016,Action|Adventure|Drama|Fantasy|Romance,6,,,,
74,2304933,The 5th Wave ,2016,Action|Adventure|Drama|Fantasy|Sci-Fi|Thriller,5,,,,
75,2638144,Ben-Hur ,2016,Action|Adventure|Drama|History,6,,,,
76,1921064,Pompeii ,2014,Action|Adventure|Drama|History|Romance,8,,,,
77,425637,Chi bi ,2008,Action|Adventure|Drama|History|War,7,,,,
78,3231054,Risen ,2016,Action|Adventure|Drama|Mystery,6,,,,
79,5246700,How It Ends ,2018,Action|Adventure|Drama|Mystery|Sci-Fi|Thriller,6,,,,
80,1517260,The Host ,2013,Action|Adventure|Drama|Romance|Sci-Fi|Thriller,4,,,,
81,2226597,The Mountain Between Us ,2017,Action|Adventure|Drama|Romance|Thriller,7,,,,
82,2103281,Dawn of the Planet of the Apes ,2014,Action|Adventure|Drama|Sci-Fi,8,,,,
83,2103281,Dawn of the Planet of the Apes ,2014,Action|Adventure|Drama|Sci-Fi,7,,,,
84,2103281,Dawn of the Planet of the Apes ,2014,Action|Adventure|Drama|Sci-Fi,9,,,,
85,1502712,Fantastic Four ,2015,Action|Adventure|Drama|Sci-Fi,1,,,,
86,1502712,Fantastic Four ,2015,Action|Adventure|Drama|Sci-Fi,5,,,,
87,3967856,Okja ,2017,Action|Adventure|Drama|Sci-Fi,6,,,,
88,3450958,War for the Planet of the Apes ,2017,Action|Adventure|Drama|Sci-Fi|Thriller,8,,,,
89,3450958,War for the Planet of the Apes ,2017,Action|Adventure|Drama|Sci-Fi|Thriller,9,,,,
90,3450958,War for the Planet of the Apes ,2017,Action|Adventure|Drama|Sci-Fi|Thriller,7,,,,
91,2106361,Into the Storm ,2014,Action|Adventure|Drama|Thriller,8,,,,
92,2106361,Into the Storm ,2014,Action|Adventure|Drama|Thriller,10,,,,
93,2126355,San Andreas ,2015,Action|Adventure|Drama|Thriller,6,,,,
94,1717715,Da nao tian gong ,2014,Action|Adventure|Family,5,,,,
95,1587310,Maleficent ,2014,Action|Adventure|Family|Fantasy|Romance,7,,,,
96,1587310,Maleficent ,2014,Action|Adventure|Family|Fantasy|Romance,10,,,,
97,368891,National Treasure ,2004,Action|Adventure|Family|Mystery|Thriller,10,,,,
98,800320,Clash of the Titans ,2010,Action|Adventure|Fantasy,7,,,,
99,1267297,Hercules ,2014,Action|Adventure|Fantasy,5,,,,
100,2404233,Gods of Egypt ,2016,Action|Adventure|Fantasy,6,,,,
101,120616,The Mummy ,1999,Action|Adventure|Fantasy,10,,,,
102,120616,The Mummy ,1999,Action|Adventure|Fantasy,7,,,,
103,803096,Warcraft ,2016,Action|Adventure|Fantasy,5,,,,
104,1121096,Seventh Son ,2014,Action|Adventure|Fantasy,7,,,,
105,1618442,The Last Witch Hunter ,2015,Action|Adventure|Fantasy,6,,,,
106,1648190,The Dark Tower ,2017,Action|Adventure|Fantasy|Horror|Sci-Fi|Western,6,,,,
107,190332,Wo hu cang long ,2000,Action|Adventure|Fantasy|Romance,8,,,,
108,1386697,Suicide Squad ,2016,Action|Adventure|Fantasy|Sci-Fi,5,,,,
109,1386697,Suicide Squad ,2016,Action|Adventure|Fantasy|Sci-Fi,7,,,,
110,76759,Star Wars ,1977,Action|Adventure|Fantasy|Sci-Fi,5,,,,
111,76759,Star Wars ,1977,Action|Adventure|Fantasy|Sci-Fi,10,,,,
112,800369,Thor ,2011,Action|Adventure|Fantasy|Sci-Fi,7,,,,
113,974015,Justice League ,2017,Action|Adventure|Fantasy|Sci-Fi,6,,,,
114,1211837,Doctor Strange ,2016,Action|Adventure|Fantasy|Sci-Fi,8,,,,
115,1386697,Suicide Squad ,2016,Action|Adventure|Fantasy|Sci-Fi,6,,,,
116,1731141,Ender's Game ,2013,Action|Adventure|Fantasy|Sci-Fi,7,,,,
117,2239822,Valerian and the City of a Thousand Planets ,2017,Action|Adventure|Fantasy|Sci-Fi,8,,,,
118,76759,Star Wars ,1977,Action|Adventure|Fantasy|Sci-Fi,8,,,,
119,1477834,Aquaman ,2018,Action|Adventure|Fantasy|Sci-Fi,7,,,,
120,76759,Star Wars ,1977,Action|Adventure|Fantasy|Sci-Fi,7,,,,
121,1211837,Doctor Strange ,2016,Action|Adventure|Fantasy|Sci-Fi,9,,,,
122,1386697,Suicide Squad ,2016,Action|Adventure|Fantasy|Sci-Fi,8,,,,
123,974015,Justice League ,2017,Action|Adventure|Fantasy|Sci-Fi,7,,,,
124,76759,Star Wars ,1977,Action|Adventure|Fantasy|Sci-Fi,8,,,,
125,974015,Justice League ,2017,Action|Adventure|Fantasy|Sci-Fi,4,,,,
126,1386697,Suicide Squad ,2016,Action|Adventure|Fantasy|Sci-Fi,6,,,,
127,1477834,Aquaman ,2018,Action|Adventure|Fantasy|Sci-Fi,6,,,,
128,2239822,Valerian and the City of a Thousand Planets ,2017,Action|Adventure|Fantasy|Sci-Fi,8,,,,
129,974015,Justice League ,2017,Action|Adventure|Fantasy|Sci-Fi,7,,,,
130,1386697,Suicide Squad ,2016,Action|Adventure|Fantasy|Sci-Fi,7,,,,
131,1571234,Mortal Engines ,2018,Action|Adventure|Fantasy|Sci-Fi|Thriller,6,,,,
132,451279,Wonder Woman ,2017,Action|Adventure|Fantasy|Sci-Fi|War,7,,,,
133,451279,Wonder Woman ,2017,Action|Adventure|Fantasy|Sci-Fi|War,6,,,,
134,451279,Wonder Woman ,2017,Action|Adventure|Fantasy|Sci-Fi|War,7,,,,
135,451279,Wonder Woman ,2017,Action|Adventure|Fantasy|Sci-Fi|War,7,,,,
136,1365519,Tomb Raider ,2018,Action|Adventure|Fantasy|Thriller,7,,,,
137,2034800,The Great Wall ,2016,Action|Adventure|Fantasy|Thriller,7,,,,
138,209163,The Mummy Returns ,2001,Action|Adventure|Fantasy|Thriller,10,,,,
139,209163,The Mummy Returns ,2001,Action|Adventure|Fantasy|Thriller,6,,,,
140,1365519,Tomb Raider ,2018,Action|Adventure|Fantasy|Thriller,7,,,,
141,1365519,Tomb Raider ,2018,Action|Adventure|Fantasy|Thriller,7,,,,
142,5886046,Escape Room ,2019,Action|Adventure|Horror|Mystery|Thriller,7,,,,
143,816711,World War Z ,2013,Action|Adventure|Horror|Sci-Fi|Thriller,10,,,,
144,1093357,The Darkest Hour ,2011,Action|Adventure|Horror|Sci-Fi|Thriller,7,,,,
145,816711,World War Z ,2013,Action|Adventure|Horror|Sci-Fi|Thriller,7,,,,
146,816711,World War Z ,2013,Action|Adventure|Horror|Sci-Fi|Thriller,7,,,,
147,816711,World War Z ,2013,Action|Adventure|Horror|Sci-Fi|Thriller,8,,,,
148,816711,World War Z ,2013,Action|Adventure|Horror|Sci-Fi|Thriller,8,,,,
149,8364368,Crawl ,2019,Action|Adventure|Horror|Thriller,9,,,,
150,1840309,Divergent ,2014,Action|Adventure|Mystery|Sci-Fi,8,,,,
151,1840309,Divergent ,2014,Action|Adventure|Mystery|Sci-Fi,8,,,,
152,1872181,The Amazing Spider-Man 2 ,2014,Action|Adventure|Sci-Fi,10,,,,
153,770828,Man of Steel ,2013,Action|Adventure|Sci-Fi,8,,,,
154,1663662,Pacific Rim ,2013,Action|Adventure|Sci-Fi,9,,,,
155,369610,Jurassic World ,2015,Action|Adventure|Sci-Fi,7,,,,
156,6565702,Dark Phoenix ,2019,Action|Adventure|Sci-Fi,5,,,,
157,2094766,Assassin's Creed ,2016,Action|Adventure|Sci-Fi,8,,,,
158,3717490,Power Rangers ,2017,Action|Adventure|Sci-Fi,8,,,,
159,770828,Man of Steel ,2013,Action|Adventure|Sci-Fi,6,,,,
160,1483013,Oblivion ,2013,Action|Adventure|Sci-Fi,6,,,,
161,948470,The Amazing Spider-Man ,2012,Action|Adventure|Sci-Fi,9,,,,
162,1483013,Oblivion ,2013,Action|Adventure|Sci-Fi,7,,,,
163,1872181,The Amazing Spider-Man 2 ,2014,Action|Adventure|Sci-Fi,7,,,,
164,2094766,Assassin's Creed ,2016,Action|Adventure|Sci-Fi,6,,,,
165,1483013,Oblivion ,2013,Action|Adventure|Sci-Fi,4,,,,
166,1663662,Pacific Rim ,2013,Action|Adventure|Sci-Fi,6,,,,
167,268695,The Time Machine ,2002,Action|Adventure|Sci-Fi,5,,,,
168,369610,Jurassic World ,2015,Action|Adventure|Sci-Fi,7,,,,
169,371746,Iron Man ,2008,Action|Adventure|Sci-Fi,8,,,,
170,770828,Man of Steel ,2013,Action|Adventure|Sci-Fi,6,,,,
171,800080,The Incredible Hulk ,2008,Action|Adventure|Sci-Fi,6,,,,
172,848228,The Avengers ,2012,Action|Adventure|Sci-Fi,7,,,,
173,1133985,Green Lantern ,2011,Action|Adventure|Sci-Fi,6,,,,
174,1228705,Iron Man 2 ,2010,Action|Adventure|Sci-Fi,6,,,,
175,1300854,Iron Man Three ,2013,Action|Adventure|Sci-Fi,7,,,,
176,1340138,Terminator Genisys ,2015,Action|Adventure|Sci-Fi,7,,,,
177,1408101,Star Trek Into Darkness ,2013,Action|Adventure|Sci-Fi,8,,,,
178,1430132,The Wolverine ,2013,Action|Adventure|Sci-Fi,7,,,,
179,1663662,Pacific Rim ,2013,Action|Adventure|Sci-Fi,5,,,,
180,1677720,Ready Player One ,2018,Action|Adventure|Sci-Fi,8,,,,
181,1825683,Black Panther ,2018,Action|Adventure|Sci-Fi,7,,,,
182,1872181,The Amazing Spider-Man 2 ,2014,Action|Adventure|Sci-Fi,6,,,,
183,3748528,Rogue One ,2016,Action|Adventure|Sci-Fi,8,,,,
184,369610,Jurassic World ,2015,Action|Adventure|Sci-Fi,8,,,,
185,1340138,Terminator Genisys ,2015,Action|Adventure|Sci-Fi,9,,,,
186,1677720,Ready Player One ,2018,Action|Adventure|Sci-Fi,8,,,,
187,1825683,Black Panther ,2018,Action|Adventure|Sci-Fi,6,,,,
188,2231461,Rampage ,2018,Action|Adventure|Sci-Fi,7,,,,
189,4154664,Captain Marvel ,2019,Action|Adventure|Sci-Fi,9,,,,
190,6565702,Dark Phoenix ,2019,Action|Adventure|Sci-Fi,7,,,,
191,1228705,Iron Man 2 ,2010,Action|Adventure|Sci-Fi,7,,,,
192,1300854,Iron Man Three ,2013,Action|Adventure|Sci-Fi,9,,,,
193,1300854,Iron Man Three ,2013,Action|Adventure|Sci-Fi,8,,,,
194,800080,The Incredible Hulk ,2008,Action|Adventure|Sci-Fi,8,,,,
195,1872181,The Amazing Spider-Man 2 ,2014,Action|Adventure|Sci-Fi,8,,,,
196,120903,X-Men ,2000,Action|Adventure|Sci-Fi,8,,,,
197,770828,Man of Steel ,2013,Action|Adventure|Sci-Fi,7,,,,
198,1430132,The Wolverine ,2013,Action|Adventure|Sci-Fi,7,,,,
199,2094766,Assassin's Creed ,2016,Action|Adventure|Sci-Fi,6,,,,
200,1340138,Terminator Genisys ,2015,Action|Adventure|Sci-Fi,7,,,,
201,1617661,Jupiter Ascending ,2015,Action|Adventure|Sci-Fi,9,,,,
202,1677720,Ready Player One ,2018,Action|Adventure|Sci-Fi,8,,,,
203,1825683,Black Panther ,2018,Action|Adventure|Sci-Fi,8,,,,
204,2094766,Assassin's Creed ,2016,Action|Adventure|Sci-Fi,6,,,,
205,3748528,Rogue One ,2016,Action|Adventure|Sci-Fi,7,,,,
206,4154664,Captain Marvel ,2019,Action|Adventure|Sci-Fi,7,,,,
207,4701182,Bumblebee ,2018,Action|Adventure|Sci-Fi,7,,,,
208,6565702,Dark Phoenix ,2019,Action|Adventure|Sci-Fi,6,,,,
209,1677720,Ready Player One ,2018,Action|Adventure|Sci-Fi,8,,,,
210,1825683,Black Panther ,2018,Action|Adventure|Sci-Fi,8,,,,
211,4154664,Captain Marvel ,2019,Action|Adventure|Sci-Fi,7,,,,
212,1375666,Inception ,2010,Action|Adventure|Sci-Fi|Thriller,10,,,,
213,2908446,Insurgent ,2015,Action|Adventure|Sci-Fi|Thriller,8,,,,
214,1375666,Inception ,2010,Action|Adventure|Sci-Fi|Thriller,9,,,,
215,1392170,The Hunger Games ,2012,Action|Adventure|Sci-Fi|Thriller,8,,,,
216,90605,Aliens ,1986,Action|Adventure|Sci-Fi|Thriller,8,,,,
217,831387,Godzilla ,2014,Action|Adventure|Sci-Fi|Thriller,7,,,,
218,1375666,Inception ,2010,Action|Adventure|Sci-Fi|Thriller,10,,,,
219,290334,X2 ,2003,Action|Adventure|Sci-Fi|Thriller,8,,,,
220,298814,The Core ,2003,Action|Adventure|Sci-Fi|Thriller,6,,,,
221,319262,The Day After Tomorrow ,2004,Action|Adventure|Sci-Fi|Thriller,6,,,,
222,831387,Godzilla ,2014,Action|Adventure|Sci-Fi|Thriller,6,,,,
223,1392170,The Hunger Games ,2012,Action|Adventure|Sci-Fi|Thriller,7,,,,
224,1424381,Predators ,2010,Action|Adventure|Sci-Fi|Thriller,6,,,,
225,2660888,Star Trek Beyond ,2016,Action|Adventure|Sci-Fi|Thriller,7,,,,
226,79501,Mad Max ,1979,Action|Adventure|Sci-Fi|Thriller,10,,,,
227,82694,Mad Max 2 ,1981,Action|Adventure|Sci-Fi|Thriller,10,,,,
228,290334,X2 ,2003,Action|Adventure|Sci-Fi|Thriller,7,,,,
229,1375666,Inception ,2010,Action|Adventure|Sci-Fi|Thriller,10,,,,
230,3072482,Hardcore Henry ,2015,Action|Adventure|Sci-Fi|Thriller,6,,,,
231,90605,Aliens ,1986,Action|Adventure|Sci-Fi|Thriller,7,,,,
232,1375666,Inception ,2010,Action|Adventure|Sci-Fi|Thriller,9,,,,
233,2660888,Star Trek Beyond ,2016,Action|Adventure|Sci-Fi|Thriller,7,,,,
234,2908446,Insurgent ,2015,Action|Adventure|Sci-Fi|Thriller,6,,,,
235,2379713,Spectre ,2015,Action|Adventure|Thriller,7,,,,
236,64757,On Her Majesty's Secret Service ,1969,Action|Adventure|Thriller,7,,,,
237,71807,The Man with the Golden Gun ,1974,Action|Adventure|Thriller,7,,,,
238,90264,A View to a Kill ,1985,Action|Adventure|Thriller,7,,,,
239,106582,Cliffhanger ,1993,Action|Adventure|Thriller,6,,,,
240,120347,Tomorrow Never Dies ,1997,Action|Adventure|Thriller,6,,,,
241,1194173,The Bourne Legacy ,2012,Action|Adventure|Thriller,6,,,,
242,1320253,The Expendables ,2010,Action|Adventure|Thriller,6,,,,
243,2379713,Spectre ,2015,Action|Adventure|Thriller,7,,,,
244,5758778,Skyscraper ,2018,Action|Adventure|Thriller,8,,,,
245,381061,Casino Royale ,2006,Action|Adventure|Thriller,8,,,,
246,2379713,Spectre ,2015,Action|Adventure|Thriller,7,,,,
247,1074638,Skyfall ,2012,Action|Adventure|Thriller,8,,,,
248,1210819,The Lone Ranger ,2013,Action|Adventure|Western,7,,,,
249,2404435,The Magnificent Seven ,2016,Action|Adventure|Western,9,,,,
250,2404435,The Magnificent Seven ,2016,Action|Adventure|Western,8,,,,
251,2404435,The Magnificent Seven ,2016,Action|Adventure|Western,7,,,,
252,3532216,American Made ,2017,Action|Biography|Comedy|Crime,7,,,,
253,3532216,American Made ,2017,Action|Biography|Comedy|Crime,8,,,,
254,3532216,American Made ,2017,Action|Biography|Comedy|Crime,7,,,,
255,61418,Bonnie and Clyde ,1967,Action|Biography|Crime|Drama,8,,,,
256,3829920,Only the Brave ,2017,Action|Biography|Drama,9,,,,
257,3829920,Only the Brave ,2017,Action|Biography|Drama,7,,,,
258,1124037,Free State of Jones ,2016,Action|Biography|Drama|History|War,6,,,,
259,6679794,Outlaw King ,2018,Action|Biography|Drama|History|War,6,,,,
260,1979320,Rush ,2013,Action|Biography|Drama|Sport,10,,,,
261,1979320,Rush ,2013,Action|Biography|Drama|Sport,8,,,,
262,5074352,Dangal ,2016,Action|Biography|Drama|Sport,9,,,,
263,1979320,Rush ,2013,Action|Biography|Drama|Sport,9,,,,
264,2179136,American Sniper ,2014,Action|Biography|Drama|War,1,,,,
265,1091191,Lone Survivor ,2013,Action|Biography|Drama|War,7,,,,
266,1091191,Lone Survivor ,2013,Action|Biography|Drama|War,7,,,,
267,2179136,American Sniper ,2014,Action|Biography|Drama|War,7,,,,
268,102059,Hot Shots! ,1991,Action|Comedy,7,,,,
269,1250777,Kick-Ass ,2010,Action|Comedy,7,,,,
270,1190536,Black Dynamite ,2009,Action|Comedy,10,,,,
271,1250777,Kick-Ass ,2010,Action|Comedy,7,,,,
272,9541602,Geukhanjikeob ,2019,Action|Comedy,6,,,,
273,1741243,Pawn Shop Chronicles ,2013,Action|Comedy|Crime,6,,,,
274,1542768,True Memoirs of an International Assassin ,2016,Action|Comedy|Crime,10,,,,
275,910936,Pineapple Express ,2008,Action|Comedy|Crime,5,,,,
276,2294449,22 Jump Street ,2014,Action|Comedy|Crime,8,,,,
277,1232829,21 Jump Street ,2012,Action|Comedy|Crime,7,,,,
278,2294449,22 Jump Street ,2014,Action|Comedy|Crime,7,,,,
279,2404463,The Heat ,2013,Action|Comedy|Crime,7,,,,
280,1650554,Kick-Ass 2 ,2013,Action|Comedy|Crime,6,,,,
281,2968804,Drive Hard ,2014,Action|Comedy|Crime,5,,,,
282,4463894,Shaft ,2019,Action|Comedy|Crime,3,,,,
283,910936,Pineapple Express ,2008,Action|Comedy|Crime,6,,,,
284,2869728,Ride Along 2 ,2016,Action|Comedy|Crime,6,,,,
285,1650554,Kick-Ass 2 ,2013,Action|Comedy|Crime,1,,,,
286,1489889,Central Intelligence ,2016,Action|Comedy|Crime,8,,,,
287,1650554,Kick-Ass 2 ,2013,Action|Comedy|Crime,5,,,,
288,2869728,Ride Along 2 ,2016,Action|Comedy|Crime,7,,,,
289,4139124,Keanu ,2016,Action|Comedy|Crime,10,,,,
290,1469304,Baywatch ,2017,Action|Comedy|Crime,5,,,,
291,2967224,Hot Pursuit ,2015,Action|Comedy|Crime,7,,,,
292,3721964,Gringo ,2018,Action|Comedy|Crime|Drama,7,,,,
293,93229,Huang jia shi jie ,1985,Action|Comedy|Crime|Drama,6,,,,
294,2704998,Game Night ,2018,Action|Comedy|Crime|Mystery,8,,,,
295,2704998,Game Night ,2018,Action|Comedy|Crime|Mystery,8,,,,
296,2704998,Game Night ,2018,Action|Comedy|Crime|Mystery,6,,,,
297,3045616,Mortdecai ,2015,Action|Comedy|Crime|Mystery|Romance,6,,,,
298,373469,Kiss Kiss Bang Bang ,2005,Action|Comedy|Crime|Mystery|Thriller,6,,,,
299,3799694,The Nice Guys ,2016,Action|Comedy|Crime|Mystery|Thriller,8,,,,
300,3799694,The Nice Guys ,2016,Action|Comedy|Crime|Mystery|Thriller,6,,,,
301,120812,Rush Hour ,1998,Action|Comedy|Crime|Thriller,7,,,,
302,266915,Rush Hour 2 ,2001,Action|Comedy|Crime|Thriller,7,,,,
303,95963,Red Heat ,1988,Action|Comedy|Crime|Thriller,6,,,,
304,1245526,RED ,2010,Action|Comedy|Crime|Thriller,6,,,,
305,1821694,RED 2 ,2013,Action|Comedy|Crime|Thriller,6,,,,
306,4158096,Free Fire ,2016,Action|Comedy|Crime|Thriller,8,,,,
307,5164214,Ocean's Eight ,2018,Action|Comedy|Crime|Thriller,7,,,,
308,5164214,Ocean's Eight ,2018,Action|Comedy|Crime|Thriller,7,,,,
309,1686821,Vampire Academy ,2014,Action|Comedy|Drama|Fantasy|Horror|Mystery|Thriller,5,,,,
310,2258337,Eega ,2012,Action|Comedy|Fantasy,2,,,,
311,97428,Ghostbusters II ,1989,Action|Comedy|Fantasy|Sci-Fi,7,,,,
312,1289401,Ghostbusters ,2016,Action|Comedy|Fantasy|Sci-Fi,7,,,,
313,1374989,Pride and Prejudice and Zombies ,2016,Action|Comedy|Horror|Romance,7,,,,
314,1298649,The Watch ,2012,Action|Comedy|Horror|Sci-Fi,6,,,,
315,1618434,Murder Mystery ,2019,Action|Comedy|Mystery|Romance,8,,,,
316,1618434,Murder Mystery ,2019,Action|Comedy|Mystery|Romance,7,,,,
317,2091935,Mr. Right ,2015,Action|Comedy|Romance,7,,,,
318,3316948,American Ultra ,2015,Action|Comedy|Sci-Fi,6,,,,
319,3316948,American Ultra ,2015,Action|Comedy|Sci-Fi,7,,,,
320,1648179,Here Comes the Boom ,2012,Action|Comedy|Sport,6,,,,
321,1959563,The Hitman's Bodyguard ,2017,Action|Comedy|Thriller,10,,,,
322,1959563,The Hitman's Bodyguard ,2017,Action|Comedy|Thriller,7,,,,
323,1959563,The Hitman's Bodyguard ,2017,Action|Comedy|Thriller,8,,,,
324,1959563,The Hitman's Bodyguard ,2017,Action|Comedy|Thriller,7,,,,
325,8367814,The Gentlemen ,2019,Action|Crime,8,,,,
326,8367814,The Gentlemen ,2019,Action|Crime,9,,,,
327,5657856,Brawl in Cell Block 99 ,2017,Action|Crime|Drama,9,,,,
328,3334996,Hena maysara ,2007,Action|Crime|Drama,7,,,,
329,4572514,Patriots Day ,2016,Action|Crime|Drama|History|Thriller,7,,,,
330,4572514,Patriots Day ,2016,Action|Crime|Drama|History|Thriller,8,,,,
331,3890160,Baby Driver ,2017,Action|Crime|Drama|Music|Thriller,10,,,,
332,3890160,Baby Driver ,2017,Action|Crime|Drama|Music|Thriller,7,,,,
333,3890160,Baby Driver ,2017,Action|Crime|Drama|Music|Thriller,7,,,,
334,3890160,Baby Driver ,2017,Action|Crime|Drama|Music|Thriller,10,,,,
